,old_tweet,new_tweet
1884,USER Saya berharap bukan PKS yg bubar tpi PKI dan PDIP yg bubar',sayaberharapbukanpartai keadilan sejahterayangbubartetapipartai komunis indonesiadanpartai demokrasi indonesia perjuanganyangbubar
1885,"""...Demikianlah Allah membiarkan sesat orang kafir"" (QS 40 : 74)'",demikianlahallahmembiarkansesatorangkafirqs4074
1886,"Nanti lagi kalau dikasih PR segara kerjakan jangan sampai molor 2 tahun,tuh korbannya banyak dan tukang ceramah yg radikal juga makin bergentayangan.Anggota DPR harus baca buku ""The Power Of Now""....bukan nongton Power OF Love yg nggak laku itu.'",nantilagikalaudikasihpekerjaan rumahsegarakerjakanjangansampaimolor2tahunitukorbannyabanyakdantukangceramahyangradikaljugamakinbergentayangananggotadewan perwakilan rakyatharusbacabukuthepowerofnowbukanmenontonpowerofloveyangenggaklakuitu
1887,Bubarkan KPK.... jika tdk juga buat SOP PENYADAPAN sesuai keputusan MK..,bubarkankomisi pemberantasan korupsijikatidakjugabuatsoppenyadapansesuaikeputusanmk
1888,"USER Indeks FTSE-100 Berakhir Naik 0,39% Saham-saham Inggris berakhir menguat pada pe",indeksftse100berakhirnaik039sahamsahaminggrisberakhirmenguatpadape
1889,"USER Dulu kawan, sekarang lawan...menyelematkan diri masing masing, kalian bajingan semua.'",dulukawansekaranglawanmenyelamatkandirimasingmasingkalianbajingansemua
1890,"USER Bapak USER yang terhormat, sungguh jeritan hati USER ini tak sanggup saya tanggung sendiri. Sudilah kiranya bapak presiden yang terhormat memberikan sebuah solusi terkait tiket Lebaran 2018 agar terjangkau oleh semua pemudik. Terima kasih",bapakyangterhormatsungguhjeritanhatiinitaksanggupsayatanggungsendirisudilahkiranyabapakpresidenyangterhormatmemberikansebuahsolusiterkaittiketlebaran2018agarterjangkauolehsemuapemudikterimakasih
1891,Bapak Infrastruktor... #2019GantiPresiden #2019GantiPresiden USER,bapakinfrastruktur2019 ganti presiden2019 ganti presiden
1892,Cintai budaya kita sob,cintaibudayakitabro
1893,Pendukung berarti dia bagian dr penista agama tersebut!!! Dukung gerakan ini 100%,pendukungberaidiabagiandaripenistaagamatersebutdukunggerakanini100
1894,Presiden Filipina arah rahib ditahan; ;,presidenfilipinaarahrahibditahan
1895,"""Belok kanan belok kiri itu namanya berlawanan. Tangan kanan tangan kiri itu namanya saling melengkapi. Berhati-hatilah dalam menilai perbedaan, apalagi pendapat ulama.""",belokkananbelokkiriitunamanyaberlawanantangankanantangankiriitunamanyasalingmelengkapiberhatihatilahdalammenilaiperbedaanapalagipendapatulama
1896,"""tanda org munafik ada 3 : kl bicara ia dusta,kl berjanji ia mengingkari,kl di beri amanat ia berkhianat"" - HR.Bukhari'",tandaorangmunafikada3kalaubicaraiadustakalauberjanjiiamengingkarikalaudiberiamanatiaberkhianatharibukhari
1897,"USER USER Benar sekali pak ustadz,Di daerah saya mayoritas petani karet &amp; Alhamdulillah masyarakat di daerah saya hidup makmur sebelum Jkw jd presiden,Sejak Jkw jd presiden sampai hari ini harga karet sangat anjlok,Petani banyak meng",benarsekalipakustazdidaerahsayamayoritaspetanikaretampalhamdulillahmasyarakatdidaerahsayahidupmakmursebelumjokowijadipresidensejakjokowijadipresidensampaihariinihargakaretsangatanjlokpetanibanyakmeng
1898,"RT USER: #RETWEET \nGak Ada Kontol, Jari Jadi Sasaran ... \xf0\x9f\x92\xa6\n\n#ngentot #kontol #sangeberat #bokepasia #videomesum\n#videobokepgrat\xe2\x80\xa6'",retweettidakadakontoljarijadisasaranxf0x9fx92xa6dandanngentotkontolsange beratbokep asiavideo mesumdanvideo bokep gratisxe2x80xa6
1899,USER Emang ga ada titit kau apa yg mau dipangkas',memangtidakadatititkamuapayangmaudipangkas
1900,"Slama owo masih hidup & masih nafsu pengen jadi presiden,akan terus muncul isu PKI,Komunis,anti Islam, atau antek cina.muter2 disitu aje",selamaowomasihhidupmasihnafsuinginjadipresidenakanterusmunculisupartai komunis indonesiakomunisantiislamatauantekcinaputer puterdi situsaja
1901,USER USER urusin donk cung...kan sesembahan nya bani kacung spt kalian cung \xf0\x9f\x98\x82',uruskandongcungkansesembahannyabanikacungsurat pemberitahuan tahunankaliancungxf0x9fx98x82
1902,"Minimnya sentimen positif domestik terkait makroekonomi, moneter serta mulai meningkatnya laju USD dapat menghambat potensi kenaikan Rupiah.",minimnyasentimenpositifdomestikterkaitmakroekonomimoneterseamulaimeningkatnyalajuusddapatmenghambatpotensikenaikanrupiah
1903,Kekasih dumay\n\n\xf0\x9f\x91\xa6: kalo aku kangen sama kamu gimana\n\xf0\x9f\x91\xa7: sholat\n\xf0\x9f\x91\xa6: terus habis sholat?\n\xf0\x9f\x91\xa7: menyadarkan diri\n Kalau aku cuma hayalanmu\n\xf0\x9f\x91\xa6: hadeuuuuuhhhh kntl',kekasihdunia mayadandanxf0x9fx91xa6kalauakukangensamakamubagaimanadanxf0x9fx91xa7salatdanxf0x9fx91xa6terushabissalatdanxf0x9fx91xa7menyadarkandiridankalauakucumakhayalanmudanxf0x9fx91xa6hadeuuuuuhhhhkontol
1904,"USER Tanya tuh profesor, knp gak ada kristen atau katolik nusantara??'",tanyaituprofesorkenapatidakadakristenataukatoliknusantara
1905,Si Om Bule agak geblek ya malem2 begini sepedaan.. Hmm',sihombuleagakgeblekyamalam malambeginibersepedahem
1906,Hshshshjsjs aiman bodo. Selfie dgn spanar \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',hahaaimanbodohswafotodenganspanarxf0x9fx98x82xf0x9fx98x82xf0x9fx98x82
1907,USER Pokonya kita bales tu partai silit item',pokoknyakitabalasitupakaisilithitam
1908,"USER Nah.!!! Itu die..\nWaktu thn 1965, anggota dewan yg bangga jadi anak pki, usianya brp ya??'",nahitudiawaktutahun1965anggotadewanyangbanggajadianakpartai komunis indonesiausianyaberapaya
1909,dulatips hahaha. herannya para cebong ini seneng banget agung2in junjungannya yg plonga-plongo itu \xf0\x9f\xa4\x94',dulatipshahaherannyaparacebonginisenangbangetagung agungkanjunjungannyayangplongaplongoituxf0x9fxa4x94
1910,Dan adek gue jg yg mau smp langsung disuruh ambil swasta aja karna bokap gue yang padahal jawa gak mau anaknya di sindir2 mulu. Kerasa bgt apa2 di blg cina cina segala macem lah. Gue jujur aja kalo ngga dirasisin gt gue gak bakal rasis kok sama yg beda d,danadikguejugayangmausampailangsungdisuruhambilswastasajakarenaayahgueyangpadahaljawatidakmauanaknyadisindir sindirmulukerasabangetapa apadibilangcinacinasegalamacamlahguejujursajakalautidakdiejekbegituguetidakbakalracistkoksamayangbedadi
1911,Jas merah... ð???; ; Regrann from USER - Pernah mendengar kisah Presiden Soekarno dan masjid yang ditutup pemerintah Uni Soviet? ; Mari simak informasi berikut! ; #NahdlatulUlama #IslamNusantara #Islam #NU #Aswaja #Soekarno #Indonesia #NikitaKruâ?¦,jasmerahregrannfrompernahmendengarkisahpresidensoekarnodanmasjidyangditutuppemerintahunisovietmarisimakinformasiberikutnahdlatul ulamaislam nusantaraislamnuaswajasoekarnoindonesianikitakru
1912,Memek di gilir anak nct asik kali ya nghh',memekdigiliranaknctasyikkaliyanghh
1913,"Allah SWT tidak bisa diajak gaul Pak Lukman, sukanya dengar orang ngaji terutama ayat penggal kafir dan cocok2 penis",allahsubhanahu wa taalatidakbisadiajakgaulpaklukmansukanyadengarorangmengajiterutamaayatpenggalkafirdancocok cocokpenis
1914,LUPA MEMBACA BISMILLAH DIAWAL MAKAN #Islam #IslamTerkini #Dakwah #PosterDakwah #Kajian #Tausiyah #Ceramah #MajelisIlmu #Sunnah #Hijrah #Aswaja #SavePalestina #SaveRohingya #SaveGhouta,lupamembacabismillahdi awalmakanislamislam terkinidakwahposter dakwahkajiantausiahceramahmajelis ilmusunnahhijrahaswajasave palestinasave rohingyasave ghouta
1915,USER A. 2013 tepatnya tanggal 22 september 2013\n#AFFU19Indosiar #timnasDay',a2013tepatnyatanggal22september2013danaff under 19 indosiartimnas day
1916,"PRESIDEN JOKOWI:TINJAU LANGSUNG,PRESIDEN PASTIKAN BIJB BISA UJI COBA BULAN DEPAN",presidenjokowitinjaulangsungpresidenpastikanbandara internasional jawa baratbisaujicobabulandepan
1917,anies akan merangkul dua2nya untuk persatuan tidak spt ente dangkal & cekak intelektual hanya jadi budak ahok kafir.,aniesakanmerangkuldua duanyauntukpersatuantidaksurat pemberitahuan tahunankamudangkalcekakintelektualhanyajadibudakahokkafir
1918,"Sy pribadi sangat kagum pada pak USER dari sebuah artikel bagaimana beliau menolong seorg ibu yg kecopetan,dan memperbaikin rmh ibu itu stlh hancur puting beliung.tpa byk media tau.saat dia menjabat mentri",sayapribadisangatkagumpadapakdarisebuahaikelbagaimanabeliaumenolongseorangibuyangkecopetandanmemperbaikirumahibuitusetelahhancurputingbeliungtpabanyakmediatausaatdiamenjabatmenteri
1919,USER Enteng banget sih rahangnya tolol-tololin anak orang',entengbangetsihrahangnyatololtololinanakorang
1920,USER USER cebong mana ngerti. #katawarganet',cebongmanangeikata warganet
1921,"Nek bener 1,8T brrti yo bajingan tenan wonge.'",nekbenar18tbaruiiyabajinganbenaranorangnya
1922,"USER Ternyata manusia satu ini orang paling busuk,lebih busuk dari bangkai,,zonk zonk'",ternyatamanusiasatuiniorangpalingbusuklebihbusukdaribangkaiapesapes
1923,"ketika hal gak masuk akal di bilang bagus, sedangkan akal sehat di bilang pemalas . . . Bejat, majuo kabeh sak perumahan, LOSSSSS, #RaUsahMundurRaUsahWedi'",ketikahaltidakmasukakaldibilangbagussedangkanakalsehatdibilangpemalasbejatmajusemuasakperumahanlosssssenggak perlu mundur enggak perlu takut
1924,"USER Lgbt itu penyimpangan, tapi kan perasaan ga bisa segampang itu kita atur..... ntah bingung juga'",lgbtitupenyimpangantapikanperasaantidakbisasemudahitukitaaturentahbingungjuga
1925,USER USER Sekarang kita liat itu para pendukung ahok engga semua kafir dn juga yg mendukung anies engga semua muslim jadi untuk ap setiap orang yg berbeda haluan selalu dikatain kafir ap mereka yg satu haluan itu paling suci',sekarangkitalihatituparapendukungahoktidaksemuakafirdanjugayangmendukunganiestidaksemuamuslimjadiuntukapasetiaporangyangberbedahaluanselaludiejekkafirapamerekayangsatuhaluanitupalingsuci
1926,"Mungkin ""KITAB SUCI"" nya Bung USER Atau yg Lain.; Soalnya Bung USER Nggak Singgung Kitab Atau Ayat Suciku.; Lagian Dalam Hal Definisi Meng Aktifkan Imajinasi.; Jadi I Don't Care.., ; Dan yg Pasti KITAB SUCI ku BERBEDA dgn yg Lain.; Bagiku A",mungkinkitabsucinyabungatauyanglainsoalnyabungenggaksinggungkitabatauayatsucikulagiandalamhaldefinisimengaktifkanimajinasijadiidontcaredanyangpastikitabsucikuberbedadenganyanglainbagikua
1927,USER USER temenku jg punya temen di china yg sering main sama fans2 yg punya mata2 dimana-mana gitu deh.. mau aku kenalin? eh tp mereka kalo tau apa2 gt diem ae sih ga bikin thread gini... keknya si mba muach gabisa deh :(',temankujugapunyatemandicinayangseringmainsamafan fanyangpunyamata matadimanamanabegitudehmauakumengenalkanehtetapimerekakalautauapa apabegitudiamsajasihtidakbikinthreadbeginisepertinyasihmbakmuahtidak bisadeh
1928,USER USER Ini tidak melibatkan uang atau alat tukar. Bukan jual beli. Mau ditukar 5 ekor onta juga boleh. Salah dalil.',initidakmelibatkanuangataualattukarbukanjualbelimauditukar5ekorontajugabolehsalahdalil
1929,USER USER USER USER USER USER USER USER USER USER USER USER USER udah mulai kampanye? ntr kalau tetep presidennya Jokowi jgn mencret ya \xf0\x9f\x98,sudahmulaikampanyenantikalautetappresidennyajokowijanganmencretyaxf0x9fx98
1930,"Urus endog saja ga pecus gmn dgn urusan yg lain ,\n\nDasar cungkring dah pea ,minta 2 x'",urustelursajatidakbecusbagaimanadenganurusanyanglaindandasarcungkringsudahpeangmeminta2x
1931,Apakah cocok-cocok penis dengan empat istri akan diijinkan Pak Lukman?,apakahcocokcocokpenisdenganempatistriakandiizinkanpaklukman
1932,USER USER USER USER USER Mana ada janji yg d tepati pak dhe!! Hanya satu yg janji yg d tepati yaitu 10jt lapangan kerja tapi bukan untuk Rakyat tp untuk Tka cina. #Miris',manaadajanjiyangditepatipakdehhanyasatuyangjanjiyangditepatiyaitusepuluh jutalapangankerjatapibukanuntukrakyattetapiuntuktenaga kerja asingcinamiris
1933,USER Tweet kamu bikin netizen suudzon ke kamu. Kurang-kurangin. Ngentod',twitkamubikinwarganetsuuzankekamukurangkurangingentot
1934,"Indonesia Naik ke Peringkat 2 Global Muslim Travel Index (GMTI) 2018; ; 11 April 2018 - Menteri Pariwisata didampingi oleh Ketua Tim Percepatan Wisata Halal Riyanto Sofyan, dan Asdep Budaya, Oneng Setyorini, menghadiri...",indonesianaikkeperingkat2globalmuslimtravelindeksgmti201811april2018menteripariwisatadidampingiolehketuatimpercepatanwisatahalalriyantosofyandanasisten deputibudayaonengsetyorinimenghadiri
1935,Anda memenggal video itu. Untuk menggoreng angin? Cuma orang dungu yang nekat menggoreng angin:),andamemenggalvideoituuntukmenggorengangincumaorangdunguyangnekatmenggorengangin
1936,Parpol selalu cari pembenaran; Ayo tenggelamkan PDIP di semua level kepala pemerintahan.; Rugi negara rugi bangsa !; ; #2019GantiPresiden ; #2019PresidenBaru,partai politikselalucaripembenaranayotenggelamkanpartai demokrasi indonesia perjuangandisemualevelkepalapemerintahanruginegararugibangsa2019 ganti presiden2019 presiden baru
1937,USER Humor gua anjir gobs. Kenapa jadi developer games dah ea wkwkkwkwkw',humorgueanjirgoblokkenapajadidevelopergamessudahiyawkwk
1938,"USER USER USER Ya kalau niatnya spt itu, dari sebelum rezim skg NTB sdh miskin, lah busung lapar dikampung dekat kantornya aja dia cuek ... gmn mau katakan dia mencari dukungan mengentaskan kemiskinan... paling sdh ketakutan diburu KPK",yakalauniatnyasurat pemberitahuan tahunanitudarisebelumrezimsekarangntbsudahmiskinlahbusunglapardi kampungdekatkantornyasajadiacuekbagaimanamaukatakandiamencaridukunganmengentaskankemiskinanpalingsudahketakutandiburukomisi pemberantasan korupsi
1939,USER Dasar brengsek',dasarberengsek
1940,RT USER: USER USER USER kafir PKI nyamar jd islam dia. yg jelek2in jkw itu kafir PKI smua.,kafirpartai komunis indonesiamenyamarjadiislamdiayangmenjelekkanjokowiitukafirpartai komunis indonesiasemua
1941,RT USER: Wkwkwkwk..... Pdhl yg sering main klaim program dan hsl kerja org lain ya dia sdri dan pdkg2 nya URL,wkwkpadahalyangseringmainklaimprogramdanhasilkerjaoranglainyadiasaudaridanpendukung pendukungnyauniform resource locator
1942,Mereka berbicara era habibie hingga SBY mereka hidup tenang karena mereka percaya tdk akan adanya isu rasial. Era ini mereka khawatir sejak TKA RRC masuk secara masif. Maka akan ada isu rasial yg mereka percaya \xf0\x9f\x98\xa2',merekaberbicaraerahabibiehinggasusilo bambang yudhoyonomerekahiduptenangkarenamerekapercayatidakakanadanyaisurasialerainimerekakhawatirsejaktenaga kerja asingrepublik rakyat cinamasuksecaramasifmakaakanadaisurasialyangmerekapercayaxf0x9fx98xa2
1943,alumni sekte togel banyak kena gangguan jiwa :)) #KARMA,alumnisektetogelbanyakkenagangguanjiwakarma
1944,RT USER Gerindra perusuh prabowo utang gak makanya gak bisa bayar karyawan,gerindraperusuhprabowoutangtidakmakanyatidakbisabayarkaryawan
1945,Ih geblek sp yg bilang airplane pt.2 bawa2 islam alquran sgala \xf0\x9f\x98\xa1\xf0\x9f\x98\xa1 lebih ke latin drpd arabic song kali \xf0\x9f\x98\xa7',ihgeblekspyangbilangairplanept2bawa bawaislamalquransegalaxf0x9fx98xa1xf0x9fx98xa1lebihkelatindaripadaarabicsongkalixf0x9fx98xa7
1946,"USER Kalau dpkir walaupun kita tdk stuju ""islam nusantara""tp scr gak langsung nama ""islam"" kena kena juga imbasnya \xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\nBrengsek tuh Antek Zionis yg nyelip diormas !!'",kalaudipikirwalaupunkitatidaksetujuislamnusantaratetapisecaratidaklangsungnamaislamkenakenajugaimbasnyaxf0x9fx98xa3xf0x9fx98xa3xf0x9fx98xa3berengsekituantekzionisyangterselipdi organisasi masyarakat
1947,USER lagi baca buku malah kepikiran cara menggulingkan rezim \xf0\x9f\x98\xa9',lagibacabukumalahkepikirancaramenggulingkanrezimxf0x9fx98xa9
1948,Cie calon maho:( USER',wahcalonmanusia homo
1949,"USER aku bataknese x chinese, kristen.\ngaboleh nyalonin jadi ketua osis, hingga akhirnya adek kelas yang dijadiin calon osis. lmao?'",akuorang batakxcinakristentidak bolehmencalonkanjadiketuaorganisasi siswa intrasekolahhinggaakhirnyaadikkelasyangdijadikancalonorganisasi siswa intrasekolahlmao
1950,"RT USER: Sekali2 yang diangkat ""penyesalan orang-orang Indo yang telah pilih Jokowi"" gitu URL",sekali kaliyangdiangkatpenyesalanorangorangindonesiayangtelahpilihjokowibegituuniform resource locator
1951,Semoga KTT yg diprakarsai pemerintah bisa menjadi acuan dalam pemecahan masalah terkait nilai2 Islam.; #muslimpro #KTTUlama2018 #KTTIslamWasatiyyah #indonesiabisa #indonesiabertoleransi ;,semogakonferensi tingkat tinggiyangdiprakarsaipemerintahbisamenjadiacuandalampemecahanmasalahterkaitnilai nilaiislammuslim prokonferensi tingkat tinggi ulama 2018konferensi tingkat tinggi islam wasatiyyahindonesia bisaindonesiabeoleransi
1952,"USER kat dalam lift pun OKU, cacat otak'",katdalamliftpunokucacatotak
1953,jaringan indosat memang ampas sekali \n3:) fuck you indosat',jaringanindosatmemangampassekalin3fuckkamuindosat
1954,Lucu deh mobil mobil pejabat negara warnanya ijo ijo tai kuda gt',lucudehmobilmobilpejabatnegarawarnanyahijauhijautaikudabegitu
1955,"Gaya beruk preman kampung, begini klo mantan supir tembak metromini masuk dpr. Kampungan berdebat malah ngajak berantam dan ngancam kyk banteng. URL",gayaberukpremankampungbeginikalaumantansupirtembakmetrominimasukdewan perwakilan rakyatkampunganberdebatmalahmengajakberantamdanmengancamkayakbantenguniform resource locator
1956,USER Pak USER tolong dong admin-nya disuruh belajar lagi. Masak partai sebesar Gerindra pengetahuan ekonomi dasar seperti ini kalah sama anak saya yang masih usia 11 tahun? Tidak ngerti inflasi? Tidak pernah belajar dari sejarah?,paktolongdongadminnyadisuruhbelajarlagimasakpakaisebesargerindrapengetahuanekonomidasarsepeiinikalahsamaanaksayayangmasihusia11tahuntidakngeiinflasitidakpernahbelajardarisejarah
1957,"\xe2\x9c\xbe \xe3\x80\x95Nama Lengkap: Jung Hyemi.\n\n\xe2\x9c\xbe \xe3\x80\x95Nama Panggilan: Hyemi.\n\n\xe2\x9c\xbe \xe3\x80\x95Tempat, Tanggal Lahir: Busan, 3 Januari 1995.\n\n\xe2\x9c\xbe \xe3\x80\x95Golongan Darah: A.\n\n\xe2\x9c\xbe \xe3\x80\x95Aga",xe2x9cxbexe3x80x95namalengkapjunghyemidandanxe2x9cxbexe3x80x95namapanggilanhyemidandanxe2x9cxbexe3x80x95tempattanggallahirbusan3januari1995dandanxe2x9cxbexe3x80x95golongandarahadandanxe2x9cxbexe3x80x95aga
1958,USER Marvel dalam bahasa Ibrani perbudakan artinya aku Yahudi',marveldalambahasaibraniperbudakanainyaakuyahudi
1959,USER Tai kuda diem aja ok.',taikudadiamsajaoke
1960,RT USER *uhuk* PKS antek komunis *uhuk*,uhukpartai keadilan sejahteraantekkomunisuhuk
1961,USER Karena yg meneliti orang Kristen China. Hehehe',karenayangmenelitiorangkristencinahehe
1962,dekalarasi pilkada 2018 aman dan anti hoax komunitas ojek jabon,deklarasipilihan kepala daerah2018amandanantihoakskomunitasojekjabon
1963,"Agama yang diakui negara, syah &amp; resmi adalah Islam, Kristen, Katolik, Hindu, Budha &amp; khong Cu (Confusius).'",agamayangdiakuinegarasyahampresmiadalahislamkristenkatolikhindubuddhaampkhongcumembingungkan
1964,"USER Pak USER membawahi Dirjen agama2, Anda dapat mbuat perbandingan posisi Tuhan dalam ajaran agama",pakmembawahidirektur jenderalagama agamaandadapatmembuatperbandinganposisituhandalamajaranagama
1965,Atas bujukan setan hasrat yang dijebak zaman',atasbujukansetanhasratyangdijebakzaman
1966,"Ini akan sangat membantu dalam menciptakan kondisi keamanan dan kenyamanan penonton itu sendiri. Sebagai gambaran, dengan pemeriksaan keamanan secara manual, satu orang penonton bisa diperiksa selama tiga menit untuk pengecekan tiket dan barang bawaannya.",iniakansangatmembantudalammenciptakankondisikeamanandankenyamananpenontonitusendirisebagaigambarandenganpemeriksaankeamanansecaramanualsatuorangpenontonbisadiperiksaselamatigamenituntukpengecekantiketdanbarangbawaannya
